date,product_id,quantity,lag_1,lag_2,lag_3,lag_7,rolling_mean_7,rolling_std_7,diff_1,day_of_week,month,is_weekend,is_black_friday_month
5188,2018-06-17,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,0
5198,2018-06-18,53b36df67ebb7c41585e8d54d6772e08,2.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,2.0,0,6,0,0
5208,2018-06-19,53b36df67ebb7c41585e8d54d6772e08,0.0,2.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,-2.0,1,6,0,0
5218,2018-06-20,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,2.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,2,6,0,0
5228,2018-06-21,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,2.0,0.0,0.2857142857142857,0.7559289460184545,0.0,3,6,0,0
5238,2018-06-22,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.7559289460184545,0.0,4,6,0,0
5248,2018-06-23,53b36df67ebb7c41585e8d54d6772e08,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.7867957924694432,1.0,5,6,1,0
5258,2018-06-24,53b36df67ebb7c41585e8d54d6772e08,1.0,1.0,0.0,0.0,0.0,0.5714285714285714,0.7867957924694432,0.0,6,6,1,0
5268,2018-06-25,53b36df67ebb7c41585e8d54d6772e08,2.0,1.0,1.0,0.0,2.0,0.5714285714285714,0.7867957924694432,1.0,0,6,0,0
5278,2018-06-26,53b36df67ebb7c41585e8d54d6772e08,1.0,2.0,1.0,1.0,0.0,0.7142857142857143,0.7559289460184545,-1.0,1,6,0,0
5288,2018-06-27,53b36df67ebb7c41585e8d54d6772e08,1.0,1.0,2.0,1.0,0.0,0.8571428571428571,0.6900655593423543,0.0,2,6,0,0
5298,2018-06-28,53b36df67ebb7c41585e8d54d6772e08,1.0,1.0,1.0,2.0,0.0,1.0,0.5773502691896257,0.0,3,6,0,0
5308,2018-06-29,53b36df67ebb7c41585e8d54d6772e08,0.0,1.0,1.0,1.0,0.0,1.0,0.5773502691896257,-1.0,4,6,0,0
5318,2018-06-30,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,1.0,1.0,1.0,0.8571428571428571,0.6900655593423543,0.0,5,6,1,0
5328,2018-07-01,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,1.0,1.0,0.7142857142857143,0.7559289460184545,0.0,6,7,1,0
5338,2018-07-02,53b36df67ebb7c41585e8d54d6772e08,4.0,0.0,0.0,0.0,2.0,1.0,1.4142135623730951,4.0,0,7,0,0
5348,2018-07-03,53b36df67ebb7c41585e8d54d6772e08,3.0,4.0,0.0,0.0,1.0,1.2857142857142858,1.6035674514745464,-1.0,1,7,0,0
5358,2018-07-04,53b36df67ebb7c41585e8d54d6772e08,0.0,3.0,4.0,0.0,1.0,1.1428571428571428,1.6761634196950517,-3.0,2,7,0,0
5368,2018-07-05,53b36df67ebb7c41585e8d54d6772e08,1.0,0.0,3.0,4.0,1.0,1.1428571428571428,1.6761634196950517,1.0,3,7,0,0
5378,2018-07-06,53b36df67ebb7c41585e8d54d6772e08,0.0,1.0,0.0,3.0,0.0,1.1428571428571428,1.6761634196950517,-1.0,4,7,0,0
5388,2018-07-07,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,1.0,0.0,0.0,1.1428571428571428,1.6761634196950517,0.0,5,7,1,0
5398,2018-07-08,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,1.0,0.0,1.1428571428571428,1.6761634196950517,0.0,6,7,1,0
5408,2018-07-09,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,4.0,0.5714285714285714,1.1338934190276817,0.0,0,7,0,0
5418,2018-07-10,53b36df67ebb7c41585e8d54d6772e08,1.0,0.0,0.0,0.0,3.0,0.2857142857142857,0.4879500364742664,1.0,1,7,0,0
5428,2018-07-11,53b36df67ebb7c41585e8d54d6772e08,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742664,-1.0,2,7,0,0
5438,2018-07-12,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,1.0,0.0,1.0,0.14285714285714285,0.3779644730092269,0.0,3,7,0,0
5448,2018-07-13,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.3779644730092269,0.0,4,7,0,0
5458,2018-07-14,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092269,0.0,5,7,1,0
5468,2018-07-15,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092269,0.0,6,7,1,0
5478,2018-07-16,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092269,0.0,0,7,0,0
5488,2018-07-17,53b36df67ebb7c41585e8d54d6772e08,1.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.37796447300922725,1.0,1,7,0,0
5498,2018-07-18,53b36df67ebb7c41585e8d54d6772e08,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,2,7,0,0
5508,2018-07-19,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,3,7,0,0
5518,2018-07-20,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,4,7,0,0
5528,2018-07-21,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,5,7,1,0
5538,2018-07-22,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,7,1,0
5548,2018-07-23,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,7,0,0
5558,2018-07-24,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,7,0,0
5568,2018-07-25,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,7,0,0
5578,2018-07-26,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,7,0,0
5588,2018-07-27,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7,0,0
5598,2018-07-28,53b36df67ebb7c41585e8d54d6772e08,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,5,7,1,0
5608,2018-07-29,53b36df67ebb7c41585e8d54d6772e08,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,6,7,1,0
5618,2018-07-30,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,0,7,0,0
5628,2018-07-31,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,1,7,0,0
5638,2018-08-01,53b36df67ebb7c41585e8d54d6772e08,1.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.4879500364742666,1.0,2,8,0,0
5648,2018-08-02,53b36df67ebb7c41585e8d54d6772e08,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.48795003647426666,-1.0,3,8,0,0
5658,2018-08-03,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,1.0,0.0,0.0,0.2857142857142857,0.48795003647426666,0.0,4,8,0,0
5668,2018-08-04,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,1.0,1.0,0.14285714285714285,0.3779644730092273,0.0,5,8,1,0
5678,2018-08-05,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,6,8,1,0
5688,2018-08-06,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,0,8,0,0
5698,2018-08-07,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.3779644730092273,0.0,1,8,0,0
5708,2018-08-08,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,8,0,0
5718,2018-08-09,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0
5728,2018-08-10,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0
5738,2018-08-11,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1,0
5748,2018-08-12,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,1,0
5758,2018-08-13,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0
5768,2018-08-14,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0
5778,2018-08-15,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,0
5788,2018-08-16,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0
5798,2018-08-17,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0
5808,2018-08-18,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1,0
5818,2018-08-19,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,1,0
5828,2018-08-20,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,0
5838,2018-08-21,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,8,0,0
5848,2018-08-22,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,8,0,0
5858,2018-08-23,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0
5868,2018-08-24,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,8,0,0
5878,2018-08-25,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,1,0
5888,2018-08-26,53b36df67ebb7c41585e8d54d6772e08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,8,1,0
77,2017-01-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0
87,2017-01-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
97,2017-01-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
107,2017-01-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0
117,2017-01-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0
127,2017-01-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0
137,2017-01-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0
147,2017-01-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,1,0
157,2017-01-30,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
167,2017-01-31,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0
177,2017-02-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
187,2017-02-02,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
197,2017-02-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
207,2017-02-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
217,2017-02-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
227,2017-02-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
237,2017-02-07,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
247,2017-02-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
257,2017-02-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
267,2017-02-10,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
277,2017-02-11,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
287,2017-02-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
297,2017-02-13,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
307,2017-02-14,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
317,2017-02-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
327,2017-02-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
337,2017-02-17,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
347,2017-02-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
357,2017-02-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
367,2017-02-20,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
377,2017-02-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
387,2017-02-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,0
397,2017-02-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,0,0
407,2017-02-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0
417,2017-02-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,1,0
427,2017-02-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2,1,0
437,2017-02-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,0,0
447,2017-02-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,0,0
457,2017-03-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0
467,2017-03-02,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0
477,2017-03-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0
487,2017-03-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0
497,2017-03-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,0
507,2017-03-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
517,2017-03-07,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0
527,2017-03-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0
537,2017-03-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0
547,2017-03-10,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0
557,2017-03-11,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0
567,2017-03-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,0
577,2017-03-13,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
587,2017-03-14,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0
597,2017-03-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0
607,2017-03-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0
617,2017-03-17,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0
627,2017-03-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0
637,2017-03-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,0
647,2017-03-20,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
657,2017-03-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0
667,2017-03-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0
677,2017-03-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0
687,2017-03-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0
697,2017-03-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,3,1,0
707,2017-03-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,3,1,0
717,2017-03-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,0,0
727,2017-03-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,0,0
737,2017-03-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,0
747,2017-03-30,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0
757,2017-03-31,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,0,0
767,2017-04-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0
777,2017-04-02,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1,0
787,2017-04-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0
797,2017-04-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0
807,2017-04-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0
817,2017-04-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0
827,2017-04-07,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0
837,2017-04-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0
847,2017-04-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1,0
857,2017-04-10,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0
867,2017-04-11,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0
877,2017-04-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0
887,2017-04-13,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0
897,2017-04-14,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0
907,2017-04-15,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0
917,2017-04-16,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1,0
927,2017-04-17,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0
937,2017-04-18,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0
947,2017-04-19,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0
957,2017-04-20,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0
967,2017-04-21,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0
977,2017-04-22,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0
987,2017-04-23,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1,0
997,2017-04-24,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,0,0
1007,2017-04-25,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0
1017,2017-04-26,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,4,0,0
1027,2017-04-27,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,0,0
1037,2017-04-28,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,0
1047,2017-04-29,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,4,1,0
1057,2017-04-30,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,4,1,0
1067,2017-05-01,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0
1077,2017-05-02,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0
1087,2017-05-03,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5,0,0
1097,2017-05-04,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,0,0
1107,2017-05-05,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,0,0
1117,2017-05-06,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5,1,0
1127,2017-05-07,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,5,1,0
1137,2017-05-08,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5,0,0
1147,2017-05-09,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5,0,0
1157,2017-05-10,5f504b3a1c75b73d6151be81eb05bdc9,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,1.0,2,5,0,0
1167,2017-05-11,5f504b3a1c75b73d6151be81eb05bdc9,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,-1.0,3,5,0,0
1177,2017-05-12,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,1.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,4,5,0,0
1187,2017-05-13,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,1.0,0.0,0.14285714285714285,0.37796447300922725,0.0,5,5,1,0
1197,2017-05-14,5f504b3a1c75b73d6151be81eb05bdc9,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.37796447300922725,0.0,6,5,1,0
